step,degree_2,degree_3,degree_4,degree_5,degree_6_plus,levenshtein_distance,mesh_distance,action,action_letters,reward
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,2.0,1.0,0,tpta,81.0
5,4,4,1,0,0,4.0,1.0,1,tptat,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,1,ppt,24.0
5,4,4,1,0,0,3.0,1.0,2,pptp,24.0
5,4,4,1,0,0,4.0,1.0,0,pptpa,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,2,tap,-26.0
5,4,4,1,0,0,4.0,1.0,2,tapp,-35.0
5,4,4,1,0,0,4.0,1.0,0,tappa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,2.0,1.0,0,ttpa,81.0
5,4,4,1,0,0,4.0,1.0,0,ttpaa,-100.0
3,4,4,1,0,0,3.0,1.0,1,t,-26.0
3,4,4,1,0,0,2.0,1.0,0,ta,-19.0
3,4,4,1,0,0,4.0,1.0,0,taa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,5,4,2,0,0,2.0,0.0,0,tata,87.0
5,4,4,1,0,0,4.0,1.0,1,tatat,82.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,1,ttat,31.0
5,4,4,1,0,0,4.0,1.0,0,ttata,37.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,2.0,1.0,0,tpta,81.0
5,4,4,1,0,0,4.0,1.0,0,tptaa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,2.0,1.0,1,tatt,31.0
5,4,4,1,0,0,4.0,1.0,0,tatta,39.0
3,4,4,1,0,0,4.0,1.0,2,p,-35.0
3,4,4,1,0,0,3.0,1.0,0,pa,-26.0
3,4,4,1,0,0,4.0,1.0,0,paa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,2.0,1.0,0,tpa,-19.0
5,4,4,1,0,0,3.0,1.0,1,tpat,-26.0
5,4,4,1,0,0,4.0,1.0,0,tpata,-20.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,2.0,1.0,2,atp,81.0
5,4,4,1,0,0,2.0,1.0,2,atpp,81.0
5,4,4,1,0,0,4.0,1.0,1,atppt,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,0,pta,31.0
5,4,4,1,0,0,3.0,1.0,2,ptap,24.0
5,4,4,1,0,0,4.0,1.0,2,ptapp,15.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
4,4,4,1,0,0,3.0,1.0,1,t,-26.0
4,4,4,1,0,0,2.0,1.0,0,ta,-19.0
4,4,4,1,0,0,3.0,1.0,2,tap,-26.0
4,4,4,1,0,0,4.0,1.0,0,tapa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,2,tpp,-26.0
5,4,4,1,0,0,3.0,1.0,0,tppa,24.0
5,4,4,1,0,0,4.0,1.0,2,tppap,15.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,4.0,1.0,2,pap,-35.0
5,4,4,1,0,0,3.0,1.0,1,papt,-26.0
5,4,4,1,0,0,4.0,1.0,0,papta,-13.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,2,tpp,-26.0
5,4,4,1,0,0,3.0,1.0,0,tppa,24.0
5,4,4,1,0,0,4.0,1.0,2,tppap,15.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
3,4,4,1,0,0,3.0,1.0,0,a,24.0
3,4,4,1,0,0,3.0,1.0,2,ap,24.0
3,4,4,1,0,0,4.0,1.0,0,apa,-100.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,3.0,1.0,2,ap,24.0
5,4,4,1,0,0,2.0,1.0,1,apt,81.0
5,4,4,1,0,0,2.0,1.0,2,aptp,81.0
5,4,4,1,0,0,4.0,1.0,0,aptpa,87.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,3.0,1.0,2,ap,24.0
5,4,4,1,0,0,3.0,1.0,2,app,24.0
5,4,4,1,0,0,3.0,1.0,1,appt,24.0
5,4,4,1,0,0,4.0,1.0,0,appta,37.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,2,pttp,81.0
5,4,4,1,0,0,4.0,1.0,1,pttpt,74.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,5,4,2,0,0,1.0,0.0,0,ata,90.0
5,5,4,2,0,0,2.0,0.0,2,atap,87.0
5,4,4,1,0,0,4.0,1.0,0,atapa,87.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,3.0,1.0,2,tptp,24.0
5,4,4,1,0,0,4.0,1.0,1,tptpt,15.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,3.0,1.0,2,ptp,24.0
5,4,4,1,0,0,3.0,1.0,1,ptpt,24.0
5,4,4,1,0,0,4.0,1.0,0,ptpta,31.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,4.0,1.0,2,pap,-35.0
5,4,4,1,0,0,3.0,1.0,1,papt,-26.0
5,4,4,1,0,0,4.0,1.0,0,papta,-13.0
4,4,4,1,0,0,3.0,1.0,0,a,24.0
4,4,4,1,0,0,2.0,1.0,1,at,81.0
4,4,4,1,0,0,1.0,1.0,1,att,136.0
4,4,4,1,0,0,4.0,1.0,0,atta,400.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,5,4,2,0,0,2.0,0.0,0,tata,87.0
5,4,4,1,0,0,4.0,1.0,0,tataa,87.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,2,tap,-26.0
5,4,4,1,0,0,3.0,1.0,1,tapt,-26.0
5,4,4,1,0,0,4.0,1.0,0,tapta,-15.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,4.0,1.0,2,pap,-35.0
5,4,4,1,0,0,3.0,1.0,1,papt,-26.0
5,4,4,1,0,0,4.0,1.0,2,paptp,-26.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,2,tap,-26.0
5,4,4,1,0,0,4.0,1.0,2,tapp,-35.0
5,4,4,1,0,0,4.0,1.0,0,tappa,-100.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
3,4,4,1,0,0,3.0,1.0,1,t,-26.0
3,4,4,1,0,0,2.0,1.0,0,ta,-19.0
3,4,4,1,0,0,4.0,1.0,0,taa,-100.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,2,attp,136.0
5,4,4,1,0,0,4.0,1.0,1,attpt,131.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
3,4,4,1,0,0,3.0,1.0,1,t,-26.0
3,4,4,1,0,0,2.0,1.0,0,ta,-19.0
3,4,4,1,0,0,4.0,1.0,0,taa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,2,ttap,31.0
5,4,4,1,0,0,4.0,1.0,0,ttapa,-100.0
4,4,4,1,0,0,4.0,1.0,2,p,-35.0
4,4,4,1,0,0,3.0,1.0,1,pt,24.0
4,4,4,1,0,0,2.0,1.0,0,pta,31.0
4,4,4,1,0,0,4.0,1.0,0,ptaa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,3.0,1.0,2,ptp,24.0
5,4,4,1,0,0,3.0,1.0,2,ptpp,24.0
5,4,4,1,0,0,4.0,1.0,2,ptppp,15.0
4,4,4,1,0,0,3.0,1.0,1,t,-26.0
4,4,4,1,0,0,2.0,1.0,0,ta,-19.0
4,4,4,1,0,0,3.0,1.0,2,tap,-26.0
4,4,4,1,0,0,4.0,1.0,0,tapa,-100.0
4,4,4,1,0,0,3.0,1.0,1,t,-26.0
4,4,4,1,0,0,2.0,1.0,1,tt,31.0
4,4,4,1,0,0,1.0,1.0,0,tta,36.0
4,4,4,1,0,0,4.0,1.0,0,ttaa,-100.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,3.0,1.0,2,tptp,24.0
5,4,4,1,0,0,4.0,1.0,0,tptpa,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,2.0,1.0,0,tpa,-19.0
5,4,4,1,0,0,3.0,1.0,2,tpap,-26.0
5,4,4,1,0,0,4.0,1.0,1,tpapt,-35.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,3.0,1.0,1,pat,24.0
5,5,4,2,0,0,2.0,0.0,0,pata,87.0
5,4,4,1,0,0,4.0,1.0,0,pataa,87.0
4,4,4,1,0,0,4.0,1.0,2,p,-35.0
4,4,4,1,0,0,3.0,1.0,0,pa,-26.0
4,4,4,1,0,0,4.0,1.0,2,pap,-35.0
4,4,4,1,0,0,4.0,1.0,0,papa,-100.0
4,4,4,1,0,0,3.0,1.0,1,t,-26.0
4,4,4,1,0,0,3.0,1.0,2,tp,-26.0
4,4,4,1,0,0,2.0,1.0,0,tpa,-19.0
4,4,4,1,0,0,4.0,1.0,0,tpaa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
4,4,4,1,0,0,3.0,1.0,1,t,-26.0
4,4,4,1,0,0,2.0,1.0,0,ta,-19.0
4,4,4,1,0,0,3.0,1.0,2,tap,-26.0
4,4,4,1,0,0,4.0,1.0,0,tapa,-100.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,3.0,1.0,2,ap,24.0
5,4,4,1,0,0,3.0,1.0,2,app,24.0
5,4,4,1,0,0,3.0,1.0,2,appp,24.0
5,4,4,1,0,0,4.0,1.0,1,apppt,15.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,2,ttp,31.0
5,4,4,1,0,0,3.0,1.0,2,ttpp,24.0
5,4,4,1,0,0,4.0,1.0,0,ttppa,24.0
4,4,4,1,0,0,4.0,1.0,2,p,-35.0
4,4,4,1,0,0,3.0,1.0,1,pt,24.0
4,4,4,1,0,0,2.0,1.0,0,pta,31.0
4,4,4,1,0,0,4.0,1.0,0,ptaa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,2,pttp,81.0
5,4,4,1,0,0,4.0,1.0,1,pttpt,74.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,3.0,1.0,2,ptp,24.0
5,4,4,1,0,0,2.0,1.0,0,ptpa,81.0
5,4,4,1,0,0,4.0,1.0,0,ptpaa,-100.0
3,4,4,1,0,0,3.0,1.0,0,a,24.0
3,4,4,1,0,0,3.0,1.0,2,ap,24.0
3,4,4,1,0,0,4.0,1.0,0,apa,-100.0
4,4,4,1,0,0,4.0,1.0,2,p,-35.0
4,4,4,1,0,0,3.0,1.0,1,pt,24.0
4,4,4,1,0,0,2.0,1.0,0,pta,31.0
4,4,4,1,0,0,4.0,1.0,0,ptaa,-100.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
4,4,4,1,0,0,3.0,1.0,1,t,-26.0
4,4,4,1,0,0,2.0,1.0,0,ta,-19.0
4,4,4,1,0,0,3.0,1.0,2,tap,-26.0
4,4,4,1,0,0,4.0,1.0,0,tapa,-100.0
3,4,4,1,0,0,3.0,1.0,1,t,-26.0
3,4,4,1,0,0,2.0,1.0,0,ta,-19.0
3,4,4,1,0,0,4.0,1.0,0,taa,-100.0
4,4,4,1,0,0,3.0,1.0,0,a,24.0
4,4,4,1,0,0,3.0,1.0,2,ap,24.0
4,4,4,1,0,0,3.0,1.0,2,app,24.0
4,4,4,1,0,0,4.0,1.0,0,appa,-100.0
4,4,4,1,0,0,3.0,1.0,0,a,24.0
4,4,4,1,0,0,3.0,1.0,2,ap,24.0
4,4,4,1,0,0,3.0,1.0,2,app,24.0
4,4,4,1,0,0,4.0,1.0,0,appa,-100.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,2.0,1.0,2,atp,81.0
5,5,4,2,0,0,1.0,0.0,0,atpa,140.0
5,4,4,1,0,0,4.0,1.0,0,atpaa,137.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,0,ppa,-26.0
5,4,4,1,0,0,4.0,1.0,1,ppat,-35.0
5,4,4,1,0,0,4.0,1.0,1,ppatt,-26.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,4.0,1.0,2,ppp,-35.0
5,4,4,1,0,0,3.0,1.0,0,pppa,24.0
5,4,4,1,0,0,4.0,1.0,0,pppaa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,2,tap,-26.0
5,4,4,1,0,0,3.0,1.0,1,tapt,-26.0
5,4,4,1,0,0,4.0,1.0,0,tapta,-15.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,2.0,1.0,1,pttt,81.0
5,4,4,1,0,0,4.0,1.0,1,ptttt,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,3.0,1.0,1,pat,24.0
5,5,4,2,0,0,2.0,0.0,0,pata,87.0
5,4,4,1,0,0,4.0,1.0,1,patat,-500.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
3,4,4,1,0,0,3.0,1.0,1,t,-26.0
3,4,4,1,0,0,2.0,1.0,0,ta,-19.0
3,4,4,1,0,0,4.0,1.0,0,taa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,0,ppa,-26.0
5,4,4,1,0,0,4.0,1.0,1,ppat,-35.0
5,4,4,1,0,0,4.0,1.0,0,ppata,-18.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,4,4,1,0,0,2.0,1.0,1,tatt,31.0
5,4,4,1,0,0,4.0,1.0,1,tattt,31.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
4,4,4,1,0,0,4.0,1.0,2,p,-35.0
4,4,4,1,0,0,3.0,1.0,0,pa,-26.0
4,4,4,1,0,0,4.0,1.0,2,pap,-35.0
4,4,4,1,0,0,4.0,1.0,0,papa,-100.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,3.0,1.0,2,ap,24.0
5,4,4,1,0,0,3.0,1.0,2,app,24.0
5,4,4,1,0,0,3.0,1.0,1,appt,24.0
5,4,4,1,0,0,4.0,1.0,2,apptp,24.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,2,tpp,-26.0
5,4,4,1,0,0,4.0,1.0,2,tppp,-35.0
5,4,4,1,0,0,4.0,1.0,0,tpppa,-35.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,3.0,1.0,1,pat,24.0
5,4,4,1,0,0,3.0,1.0,2,patp,24.0
5,4,4,1,0,0,4.0,1.0,2,patpp,24.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,1,tat,24.0
5,5,4,2,0,0,2.0,0.0,0,tata,87.0
5,4,4,1,0,0,4.0,1.0,1,tatat,82.0
4,4,4,1,0,0,4.0,1.0,2,p,-35.0
4,4,4,1,0,0,4.0,1.0,2,pp,-35.0
4,4,4,1,0,0,3.0,1.0,0,ppa,-26.0
4,4,4,1,0,0,4.0,1.0,0,ppaa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,2.0,1.0,0,tpta,81.0
5,4,4,1,0,0,4.0,1.0,0,tptaa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,0,ta,-19.0
5,4,4,1,0,0,3.0,1.0,2,tap,-26.0
5,4,4,1,0,0,3.0,1.0,1,tapt,-26.0
5,4,4,1,0,0,4.0,1.0,1,taptt,-26.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,0,pa,-26.0
5,4,4,1,0,0,3.0,1.0,1,pat,24.0
5,5,4,2,0,0,2.0,0.0,0,pata,87.0
5,4,4,1,0,0,4.0,1.0,1,patat,-500.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,0,pta,31.0
5,4,4,1,0,0,3.0,1.0,1,ptat,24.0
5,4,4,1,0,0,4.0,1.0,2,ptatp,24.0
3,4,4,1,0,0,3.0,1.0,1,t,-26.0
3,4,4,1,0,0,2.0,1.0,0,ta,-19.0
3,4,4,1,0,0,4.0,1.0,0,taa,-100.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,2.0,1.0,1,ttt,81.0
5,4,4,1,0,0,2.0,1.0,2,tttp,81.0
5,4,4,1,0,0,4.0,1.0,2,tttpp,74.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,3.0,1.0,2,tp,-26.0
5,4,4,1,0,0,3.0,1.0,1,tpt,24.0
5,4,4,1,0,0,3.0,1.0,2,tptp,24.0
5,4,4,1,0,0,4.0,1.0,1,tptpt,15.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,3.0,1.0,2,ptp,24.0
5,4,4,1,0,0,2.0,1.0,0,ptpa,81.0
5,4,4,1,0,0,4.0,1.0,0,ptpaa,-100.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,0,pta,31.0
5,4,4,1,0,0,3.0,1.0,1,ptat,24.0
5,4,4,1,0,0,4.0,1.0,1,ptatt,24.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,2.0,1.0,1,ptt,81.0
5,4,4,1,0,0,1.0,1.0,0,ptta,136.0
5,4,4,1,0,0,4.0,1.0,2,pttap,131.0
5,4,4,1,0,0,3.0,1.0,1,t,-26.0
5,4,4,1,0,0,2.0,1.0,1,tt,31.0
5,4,4,1,0,0,1.0,1.0,0,tta,36.0
5,4,4,1,0,0,2.0,1.0,2,ttap,31.0
5,4,4,1,0,0,4.0,1.0,0,ttapa,-100.0
2,4,4,1,0,0,3.0,1.0,0,a,24.0
2,4,4,1,0,0,4.0,1.0,0,aa,-100.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,3.0,1.0,2,ap,24.0
5,4,4,1,0,0,2.0,1.0,1,apt,81.0
5,5,4,2,0,0,1.0,0.0,0,apta,140.0
5,4,4,1,0,0,4.0,1.0,2,aptap,-500.0
4,4,4,1,0,0,3.0,1.0,0,a,24.0
4,4,4,1,0,0,2.0,1.0,1,at,81.0
4,4,4,1,0,0,1.0,1.0,1,att,136.0
4,4,4,1,0,0,4.0,1.0,0,atta,400.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,1.0,1.0,1,att,136.0
5,4,4,1,0,0,1.0,1.0,1,attt,136.0
5,4,4,1,0,0,4.0,1.0,2,atttp,131.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,3.0,1.0,2,ap,24.0
5,4,4,1,0,0,3.0,1.0,2,app,24.0
5,4,4,1,0,0,3.0,1.0,1,appt,24.0
5,4,4,1,0,0,4.0,1.0,0,appta,37.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,2.0,1.0,2,atp,81.0
5,4,4,1,0,0,2.0,1.0,1,atpt,81.0
5,4,4,1,0,0,4.0,1.0,2,atptp,81.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,3.0,1.0,1,pt,24.0
5,4,4,1,0,0,3.0,1.0,2,ptp,24.0
5,4,4,1,0,0,2.0,1.0,0,ptpa,81.0
5,4,4,1,0,0,4.0,1.0,2,ptpap,74.0
5,4,4,1,0,0,4.0,1.0,2,p,-35.0
5,4,4,1,0,0,4.0,1.0,2,pp,-35.0
5,4,4,1,0,0,3.0,1.0,1,ppt,24.0
5,4,4,1,0,0,3.0,1.0,1,pptt,24.0
5,4,4,1,0,0,4.0,1.0,0,pptta,31.0
3,4,4,1,0,0,3.0,1.0,0,a,24.0
3,4,4,1,0,0,3.0,1.0,2,ap,24.0
3,4,4,1,0,0,4.0,1.0,0,apa,-100.0
5,4,4,1,0,0,3.0,1.0,0,a,24.0
5,4,4,1,0,0,2.0,1.0,1,at,81.0
5,4,4,1,0,0,2.0,1.0,2,atp,81.0
